name,degree_measure,centrality,tax_id,Kingdom,Phylum,Class,Order,Family,Genus
Ruminococcaceae_bacterium_AM07_15,686,0.00254033481236536,14974,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Pseudoflavonifractor_SGB15156,686,0.002863691345013071,15156,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Pseudoflavonifractor
Actinomyces_sp_ICM58,686,0.0028636913450129117,17169,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces
Alistipes_senegalensis,686,0.002540334812364751,2296,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Angelakisella_massiliensis,686,0.0028636913450125036,29321,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Angelakisella
Candidatus_Pseudoruminococcus_merdavium,686,0.0028636913450112034,59562,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Pseudoruminococcus
Candidatus_Pseudolachnospira_avium,686,0.002863691345011068,59819,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Candidatus_Pseudolachnospira
Fusobacterium_nucleatum,686,0.0028636913450110226,6014,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium
Massilimicrobiota_timonensis,686,0.0028636913450106995,6767,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massilimicrobiota
Gordonibacter_pamelaeae,682,0.0017681234675153664,14807,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Gordonibacter
Anaeromassilibacillus_sp_An250,682,0.0035338894687383725,14894,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaeromassilibacillus
Gemmiger_formicilis,682,0.003357134703030711,15300,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Gemmiger
Bifidobacterium_adolescentis,682,0.0026945843122733164,17244,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium
Coprobacillus_cateniformis,682,0.002615229738973278,6771,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus
Streptococcus_gordonii,682,0.003262151490833966,8053,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Anaerotruncus_colihominis,674,0.0013287365839091789,14963,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerotruncus
Clostridiales_unclassified_SGB15145,674,0.0017999319997604097,15145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
LKT_f__Marinilabiliaceae,664,0.0013580306322484189,79883,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Marinilabiliales,f__Marinilabiliaceae,LKT_f__Marinilabiliaceae
Lawsonibacter_sp_NSJ_52,660,0.0025293170904258427,15125,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Lawsonibacter
